HB 72   ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB00072F.pdf#navpanes=0
HB 567  ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB00567F.pdf#navpanes=0
HB 840  ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB00840F.pdf#navpanes=0
HB 954  ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB00954F.pdf#navpanes=0
HB 999  ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB00999F.pdf#navpanes=0
HB 1116 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB01116F.pdf#navpanes=0
HB 1410 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB01410F.pdf#navpanes=0
HB 1472 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB01472F.pdf#navpanes=0
HB 1526 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB01526F.pdf#navpanes=0
HB 1564 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB01564F.pdf#navpanes=0
HB 1571 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB01571F.pdf#navpanes=0
HB 1698 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB01698F.pdf#navpanes=0
HB 1729 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB01729F.pdf#navpanes=0
HB 1758 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB01758F.pdf#navpanes=0
HB 1802 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB01802F.pdf#navpanes=0
HB 1919 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB01919F.pdf#navpanes=0
HB 2127 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB02127F.pdf#navpanes=0
HB 2205 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB02205F.pdf#navpanes=0
HB 2235 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB02235F.pdf#navpanes=0
HB 2352 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB02352F.pdf#navpanes=0
HB 2416 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB02416F.pdf#navpanes=0
HB 2610 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB02610F.pdf#navpanes=0
HB 2835 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB02835F.pdf#navpanes=0
HB 2951 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB02951F.pdf#navpanes=0
HB 3140 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB03140F.pdf#navpanes=0
HB 3217 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB03217F.pdf#navpanes=0
HB 3286 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB03286F.pdf#navpanes=0
HB 3289 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB03289F.pdf#navpanes=0
HB 3388 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB03388F.pdf#navpanes=0
HB 3436 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB03436F.pdf#navpanes=0
HB 3459 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB03459F.pdf#navpanes=0
HB 3530 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB03530F.pdf#navpanes=0
HB 3607 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB03607F.pdf#navpanes=0
HB 3610 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB03610F.pdf#navpanes=0
HB 3682 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB03682F.pdf#navpanes=0
HB 3752 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB03752F.pdf#navpanes=0
HB 3856 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB03856F.pdf#navpanes=0
HB 3897 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB03897F.pdf#navpanes=0
HB 4103 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB04103F.pdf#navpanes=0
HB 4356 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB04356F.pdf#navpanes=0
HB 4374 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB04374F.pdf#navpanes=0
HB 4577 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB04577F.pdf#navpanes=0
HB 4580 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB04580F.pdf#navpanes=0
HB 4584 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB04584F.pdf#navpanes=0
HB 4590 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB04590F.pdf#navpanes=0
HB 4604 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB04604F.pdf#navpanes=0
HB 4605 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB04605F.pdf#navpanes=0
HB 4606 ,https://capitol.texas.gov/tlodocs/87R/billtext/pdf/HB04606F.pdf#navpanes=0
